Username,gender,Retweet Count,Follower Count,max_jaccard_score
williamsdaniel,unknown,62,4308,0.1538
tammie51,unknown,52,5524,0.0909
grahamchase,unknown,55,5702,0.0556
lisahernandez,unknown,68,6369,0.1176
jimenezsusan,unknown,8,5191,0.0606
ajones,unknown,23,6862,0.15
elambert,unknown,70,2042,0.1111
barrderek,unknown,43,7375,0.087
tiffanyhouston,unknown,7,3691,0.0833
heather45,unknown,37,9048,0.0833
thompsonfrederick,unknown,65,4182,0.1176
michelle43,unknown,1,1164,0.1111
lbrooks,unknown,93,6492,0.0952
lbaxter,unknown,63,3588,0.0833
ashleycampbell,unknown,56,9303,0.125
nancyperez,unknown,64,3006,0.0833
mayslarry,unknown,47,925,0.0909
linda74,unknown,74,8519,0.1176
georgeian,unknown,11,9452,0.1875
ojones,unknown,85,1098,0.1
khall,unknown,11,193,0.1429
willieevans,unknown,28,3262,0.0909
thomaswanda,unknown,90,512,0.1538
gballard,unknown,6,5834,0.1053
taraalexander,unknown,2,8412,0.1053
jason22,unknown,42,5714,0.0909
tammymorales,unknown,56,3055,0.125
qfletcher,unknown,64,7302,0.0909
dbrowning,unknown,61,2057,0.1818
fponce,unknown,9,1979,0.087
nancydixon,unknown,48,7423,0.0833
brandifox,unknown,44,9067,0.069
eric03,unknown,12,5082,0.069
avaughan,unknown,49,4627,0.1111
nathanielfoley,unknown,29,2951,0.1
josephsmith,unknown,48,4201,0.1429
wrightnancy,unknown,93,5815,0.08
murphygina,unknown,27,1358,0.1429
oross,unknown,27,1979,0.1
enorman,unknown,71,5846,0.1176
douglasrojas,unknown,12,2501,0.1
todd03,unknown,26,3168,0.1176
michelle41,unknown,74,8499,0.1667
davidtammie,unknown,34,6156,0.0769
jamiemacdonald,unknown,95,1941,0.1111
jordancourtney,unknown,14,2667,0.0833
carloslee,unknown,88,4392,0.0952
vcastro,unknown,57,6083,0.1
anasmith,unknown,29,9817,0.1667
montgomerylucas,unknown,58,4421,0.0769
sean16,unknown,63,5871,0.1053
butlerlauren,unknown,37,1566,0.0769
psanford,unknown,1,5359,0.087
stephanie50,unknown,9,3139,0.1
bwatson,unknown,2,7313,0.125
michelleponce,unknown,94,2364,0.0909
davismichael,unknown,29,8471,0.125
daniel35,unknown,71,5288,0.0952
collinsalejandro,unknown,68,7811,0.08
amy04,unknown,78,8496,0.0952
samuelwolfe,unknown,0,7009,0.0909
jamesgilmore,unknown,56,403,0.1053
mirandadixon,unknown,87,7457,0.0625
kimberlyrivera,unknown,25,5347,0.0909
cbullock,unknown,68,3157,0.0909
tschaefer,unknown,0,3500,0.1667
lisafloyd,unknown,92,558,0.1429
cbrady,unknown,66,7961,0.1333
yramirez,unknown,43,9604,0.125
mcdonaldkatie,unknown,67,3621,0.125
melissa76,unknown,31,2590,0.125
jason73,unknown,14,7144,0.1818
scottpatricia,unknown,52,4354,0.0909
tim49,unknown,75,8338,0.1
rickymunoz,unknown,2,7068,0.1
brandonparks,unknown,29,8316,0.1
tfrey,unknown,6,8004,0.0667
patricia41,unknown,70,8168,0.1111
petersenkyle,unknown,16,9939,0.0909
owensanna,unknown,32,127,0.0769
jill79,unknown,44,5475,0.1538
fjones,unknown,9,8127,0.1538
joan13,unknown,6,462,0.1
emily82,unknown,52,5776,0.0714
ruthhale,unknown,56,4707,0.125
brianna49,unknown,46,9857,0.0833
andrew05,unknown,6,7915,0.0833
timothy36,unknown,35,563,0.125
garrettanthony,unknown,3,2038,0.1
jasonjones,unknown,47,1834,0.1
smithchristopher,unknown,16,9608,0.1111
johnsonerica,unknown,8,54,0.0769
djames,unknown,27,3191,0.0909
brownantonio,unknown,90,9406,0.1111
wjoseph,unknown,48,8638,0.0833
smithjoshua,unknown,54,2459,0.125
marquezcolin,unknown,75,3952,0.1053
adamwatts,unknown,79,5744,0.1111
karl01,unknown,99,8562,0.1667
miathomas,unknown,41,7338,0.0714
ebanks,unknown,53,4475,0.1053
elizabeth94,unknown,57,6188,0.12
othomas,unknown,73,5317,0.1538
kimberly46,unknown,95,6639,0.1053
meganmatthews,unknown,80,1940,0.0952
andres72,unknown,46,7975,0.1
lvincent,unknown,100,7465,0.1333
haynesbradley,unknown,46,1867,0.0833
gregory37,unknown,48,9453,0.1333
terrenceyoung,unknown,41,6659,0.1818
buchanancarlos,unknown,19,2587,0.0769
gonzalezthomas,unknown,76,1577,0.0714
joshuabowen,unknown,82,6345,0.1
brendapowell,unknown,37,7063,0.0769
gina50,unknown,41,3361,0.1667
smithjeremiah,unknown,98,3949,0.1111
qsloan,unknown,65,5842,0.0769
timmunoz,unknown,96,5633,0.0909
johnyoder,unknown,83,6808,0.0938
corey09,unknown,42,5045,0.08
nguyendiane,unknown,18,2109,0.0741
jonathan70,unknown,26,57,0.0645
sarah44,unknown,84,6226,0.0714
katherine77,unknown,49,1458,0.1176
hectorvega,unknown,100,8140,0.0833
kevin34,unknown,79,5298,0.125
sullivanjacqueline,unknown,3,7737,0.0938
alexis63,unknown,52,3230,0.1111
nmurphy,unknown,71,3434,0.1818
colemanderrick,unknown,96,5959,0.125
bradley78,unknown,40,7237,0.1
shannon87,unknown,69,4773,0.0667
olopez,unknown,21,6263,0.1667
robert94,unknown,44,1118,0.0625
jhunt,unknown,41,3527,0.1154
marquezwalter,unknown,41,8273,0.1111
roachjennifer,unknown,96,1474,0.1176
carl33,unknown,69,1680,0.0714
tayloracosta,unknown,9,3400,0.0667
barbara28,unknown,29,4110,0.0769
melissa22,unknown,40,4464,0.125
crystal19,unknown,6,9911,0.1176
gnewton,unknown,33,8353,0.0833
rodneystephenson,unknown,19,3698,0.0833
rwoodard,unknown,54,4141,0.1053
jamesmcclure,unknown,22,4518,0.0952
kaylanash,unknown,86,5000,0.087
micheal06,unknown,58,6207,0.1333
kaylavasquez,unknown,45,1496,0.1176
josephboyle,unknown,93,6211,0.12
weissjose,unknown,64,7208,0.0714
cory67,unknown,82,6675,0.1176
phillipspaul,unknown,34,2647,0.1176
conradlinda,unknown,13,2789,0.125
daviskristin,unknown,30,8887,0.0909
cindybrown,unknown,65,8388,0.0909
paulmoreno,unknown,23,4646,0.0909
larsenkelly,unknown,31,9159,0.0952
clarktravis,unknown,50,1143,0.08
james22,unknown,37,1971,0.0833
jeremywade,unknown,58,350,0.1
woodsstephen,unknown,48,1293,0.0667
cathy18,unknown,99,4502,0.0909
william35,unknown,43,3144,0.1111
phillip93,unknown,92,2124,0.0833
fwheeler,unknown,41,3107,0.0833
dandrews,unknown,2,112,0.0667
jeffersonlisa,unknown,66,7341,0.1333
narnold,unknown,93,2769,0.1176
flowersbrian,unknown,58,9398,0.0909
jeremyswanson,unknown,43,7448,0.0769
mfrye,unknown,78,5944,0.0833
phillipsandrea,unknown,11,3317,0.125
vlee,unknown,61,1718,0.1111
davisbryan,unknown,56,1363,0.1
joseph54,unknown,89,9637,0.0952
daniel63,unknown,95,2438,0.0833
andrewrich,unknown,48,2395,0.08
jennifereverett,unknown,59,2214,0.1111
michael20,unknown,39,2574,0.0833
acook,unknown,35,1716,0.1
benjaminrichard,unknown,41,7586,0.0769
vwarren,unknown,96,1849,0.0909
theresa70,unknown,22,3337,0.1053
sherryjohnson,unknown,40,9067,0.0909
kochkatrina,unknown,44,2938,0.0909
raymond60,unknown,0,8822,0.0952
washingtonyvonne,unknown,13,4311,0.0952
megan70,unknown,33,8555,0.1176
jimenezallison,unknown,12,8296,0.1176
kklein,unknown,23,243,0.1538
grhodes,unknown,51,5793,0.0667
williamsgary,unknown,58,5146,0.1
danielle27,unknown,60,6917,0.08
morenojennifer,unknown,42,2847,0.1111
phernandez,unknown,35,6702,0.1333
donnaayala,unknown,97,5685,0.125
whitneylevine,unknown,88,7858,0.125
gorozco,unknown,23,1545,0.0833
chrisscott,unknown,92,6442,0.1
williamsdana,unknown,77,629,0.1538
juliecraig,unknown,43,9209,0.0667
khuber,unknown,84,675,0.1111
pereztimothy,unknown,29,6061,0.1538
gsolis,unknown,72,2802,0.1
mary93,unknown,15,4643,0.1667
manuelarnold,unknown,68,3925,0.1111
ashleythomas,unknown,37,7608,0.1
uharris,unknown,47,4570,0.1333
burnettsarah,unknown,78,6456,0.0833
kennethjacobs,unknown,71,8149,0.0882
amandaanderson,unknown,0,4118,0.0909
sfields,unknown,69,3860,0.1333
masonevelyn,unknown,55,8620,0.1
christine84,unknown,10,5542,0.087
torressamantha,unknown,58,9510,0.1
robertbarr,unknown,37,7420,0.125
kellyellison,unknown,59,3010,0.0952
stephaniephillips,unknown,68,7816,0.1
kirbydana,unknown,19,8758,0.1333
hutchinsonkenneth,unknown,69,6015,0.1
zacharymccoy,unknown,67,5189,0.1111
spencerlauren,unknown,37,1572,0.1429
greenmark,unknown,14,2902,0.1
bstrong,unknown,41,5089,0.1538
pmarsh,unknown,32,5062,0.0714
nsantos,unknown,50,2096,0.0833
stephanie14,unknown,45,5809,0.0645
paynekatherine,unknown,93,8472,0.1
gravesrose,unknown,83,6621,0.0769
halehannah,unknown,100,3364,0.0741
watersgary,unknown,2,6698,0.1538
melissa82,unknown,87,8043,0.1111
kylelawrence,unknown,100,1102,0.125
robert65,unknown,31,8740,0.1818
rossjoseph,unknown,95,4308,0.1111
fbaker,unknown,59,8375,0.1333
bsnyder,unknown,70,4725,0.1333
akrueger,unknown,0,9734,0.1
edwardbarrett,unknown,75,6938,0.1111
josephtracy,unknown,59,6401,0.0741
gdavenport,unknown,2,5547,0.1176
youngmarvin,unknown,34,4227,0.1429
william81,unknown,55,1848,0.0714
cmurray,unknown,1,3919,0.1667
danielaustin,unknown,20,2213,0.0833
woodsguy,unknown,85,353,0.1
nlester,unknown,13,8807,0.0952
tanner67,unknown,54,5531,0.0909
suttonalexis,unknown,17,8481,0.1053
brendarhodes,unknown,61,5122,0.1111
martinjeremy,unknown,10,1074,0.125
vrodriguez,unknown,89,643,0.1429
staffordtiffany,unknown,61,618,0.1053
nelsonkelly,unknown,14,7965,0.1053
jackson97,unknown,19,8508,0.1111
kevintownsend,unknown,8,6587,0.1
boothstephen,unknown,93,9424,0.0833
garyhoffman,unknown,36,552,0.1538
ellenthompson,unknown,87,550,0.1053
veronica40,unknown,66,4824,0.1538
burtonelizabeth,unknown,21,4146,0.1429
wesleymendez,unknown,88,7825,0.1176
kerryochoa,unknown,36,8871,0.125
jenniferacevedo,unknown,97,8399,0.0909
jeremyestes,unknown,45,7152,0.1111
qmcclain,unknown,50,9948,0.125
camachostacie,unknown,79,3047,0.1111
olivergeorge,unknown,25,1659,0.0769
susanward,unknown,54,6525,0.125
sjackson,unknown,72,8299,0.1667
barbara43,unknown,62,2642,0.1111
kpotter,unknown,3,5524,0.1111
troylucero,unknown,92,8704,0.0833
dunnrobin,unknown,89,8920,0.087
youngrichard,unknown,31,3071,0.0833
brandongarcia,unknown,84,9513,0.1333
maldonadosylvia,unknown,31,5751,0.1333
ecummings,unknown,38,6919,0.1111
rodriguezsamantha,unknown,48,7616,0.125
marciagill,unknown,8,2128,0.1
geoffreygardner,unknown,17,6327,0.1667
anthonyarmstrong,unknown,46,9692,0.1538
reyesbrittney,unknown,47,7845,0.0909
rowechristopher,unknown,30,6313,0.1176
brittany64,unknown,12,490,0.0714
dillonstephen,unknown,22,291,0.1
tanyarussell,unknown,20,1922,0.1
bwalsh,unknown,53,9311,0.0909
jeff89,unknown,0,5308,0.1053
ktran,unknown,60,9954,0.0833
iblack,unknown,16,9331,0.1111
danieltucker,unknown,60,2680,0.1429
parksmichael,unknown,78,5174,0.0833
brandon34,unknown,66,244,0.1333
andrew55,unknown,66,8133,0.0833
xandrews,unknown,22,7378,0.1176
luisromero,unknown,26,4140,0.1333
cheryl71,unknown,72,1606,0.125
fryebobby,unknown,95,3331,0.1538
shannonkimberly,unknown,38,762,0.1429
benitezbrad,unknown,92,2767,0.1176
wvillarreal,unknown,67,4361,0.1538
michaelharmon,unknown,56,5602,0.1333
piercecatherine,unknown,70,2729,0.1
howerachel,unknown,54,9002,0.0769
arodgers,unknown,56,7204,0.1111
ramirezcharles,unknown,21,9740,0.1
armstrongjames,unknown,89,7915,0.0952
johnsonheidi,unknown,100,9036,0.1053
tlewis,unknown,99,1745,0.0833
nsanchez,unknown,88,7540,0.1111
emilyjohnson,unknown,69,2488,0.0909
lee35,unknown,85,7015,0.0909
martinezamanda,unknown,26,9348,0.1
melissaparks,unknown,70,5335,0.1
catherine50,unknown,82,2378,0.1
wking,unknown,100,7979,0.1
brittney98,unknown,12,7502,0.0833
xwilliams,unknown,45,7718,0.1111
pauldiaz,unknown,16,7159,0.1111
powerspeter,unknown,23,5216,0.1
kristinaenglish,unknown,21,2324,0.0769
inewton,unknown,21,3242,0.125
ybuchanan,unknown,19,3120,0.0833
josephjames,unknown,0,460,0.1538
marc47,unknown,96,9471,0.1538
ftran,unknown,49,203,0.125
bryan06,unknown,90,3345,0.0769
hardingjulia,unknown,86,6426,0.0714
helengarrett,unknown,62,9016,0.0952
coxsara,unknown,26,5765,0.1176
jason47,unknown,51,8850,0.0667
baileytony,unknown,41,9089,0.125
barbaradavis,unknown,52,8490,0.1
grahamnicole,unknown,40,7515,0.1053
valerie19,unknown,87,9451,0.0714
stephanie05,unknown,8,332,0.1
phunter,unknown,56,3453,0.2222
florespamela,unknown,62,7163,0.1429
nicholasellis,unknown,63,7381,0.1
mvelasquez,unknown,11,3613,0.1053
ucohen,unknown,80,1162,0.1111
cynthiatownsend,unknown,1,4677,0.1538
jeremy62,unknown,90,1139,0.0909
mcconnellmichele,unknown,21,5446,0.1333
anthonywilson,unknown,51,3369,0.0909
rubiojimmy,unknown,13,9041,0.1053
ccolon,unknown,4,7195,0.1
melissaguzman,unknown,29,3946,0.0769
david52,unknown,57,9261,0.0833
justinwelch,unknown,16,7884,0.1333
sarahsantana,unknown,91,7034,0.1429
hartpaul,unknown,48,631,0.125
cpowell,unknown,20,4319,0.0909
seandixon,unknown,17,2728,0.1053
wisetyler,unknown,67,9942,0.0909
amanda85,unknown,86,6610,0.1154
flevine,unknown,87,3097,0.125
jonesmichael,unknown,74,6398,0.08
rnorris,unknown,57,2932,0.0714
thomas99,unknown,45,1324,0.1071
esantiago,unknown,5,556,0.1
michaelcook,unknown,21,460,0.0909
owencharles,unknown,48,3498,0.1053
icastaneda,unknown,95,3371,0.1
donnaeverett,unknown,7,306,0.125
ricky80,unknown,96,137,0.0714
robert97,unknown,79,1390,0.0625
ramirezdanny,unknown,34,1525,0.0833
jasminequinn,unknown,61,8493,0.125
zdominguez,unknown,50,6483,0.087
ugray,unknown,83,7219,0.0909
doylederrick,unknown,6,5356,0.1111
kylepugh,unknown,82,192,0.0833
robertgreen,unknown,47,7952,0.0909
melissa66,unknown,24,4612,0.1429
goodmandestiny,unknown,97,4969,0.1875
meyersjennifer,unknown,100,2052,0.1
sandovalmark,unknown,44,460,0.08
iprice,unknown,42,4457,0.0952
sullivanmarissa,unknown,36,3174,0.0667
josephhorton,unknown,10,9094,0.0833
diana40,unknown,5,8491,0.1176
lrobinson,unknown,3,6572,0.1111
frederickdavis,unknown,77,6564,0.1
ksnyder,unknown,35,5153,0.1111
zmccarthy,unknown,83,1171,0.0833
andrea37,unknown,25,7411,0.1429
andrewharmon,unknown,4,8131,0.1053
ryan11,unknown,34,8831,0.1
donna16,unknown,54,2035,0.069
earl59,unknown,18,3683,0.087
brendan28,unknown,0,9258,0.125
mariataylor,unknown,84,3458,0.1176
wyatt88,unknown,95,9026,0.0741
stevenskelly,unknown,3,7472,0.0909
smithian,unknown,100,3956,0.125
valeriegonzalez,unknown,0,4675,0.0909
stephanie17,unknown,5,3236,0.1333
oharris,unknown,95,4060,0.0952
parrishelizabeth,unknown,52,4970,0.1333
friddle,unknown,7,8009,0.0909
heather68,unknown,64,9620,0.1176
pagecody,unknown,99,4170,0.1111
hudsonanthony,unknown,99,2448,0.0769
ssullivan,unknown,74,9368,0.1538
craigpatel,unknown,0,2460,0.0769
wangkristina,unknown,61,3392,0.1111
reedhayley,unknown,35,807,0.087
kimjennings,unknown,43,9835,0.0714
welchalexis,unknown,25,9327,0.1053
larsonlonnie,unknown,26,9227,0.08
thorntonshelby,unknown,28,57,0.1
sloantammy,unknown,0,1711,0.0909
santosnicole,unknown,100,6620,0.1111
herreradeanna,unknown,47,7944,0.0909
ymccullough,unknown,59,6700,0.069
vbooker,unknown,4,8605,0.0909
nicholas28,unknown,25,8571,0.1304
stephanie76,unknown,51,3155,0.0833
phillipsjohn,unknown,88,613,0.1111
vanessamiller,unknown,73,619,0.1538
dramos,unknown,11,595,0.0833
dylancastro,unknown,85,5190,0.0909
bishopjohn,unknown,21,5205,0.1111
monicawalker,unknown,26,5864,0.1
garciakaitlyn,unknown,91,2902,0.125
nicholsdavid,unknown,30,4010,0.0909
bethserrano,unknown,53,8666,0.1111
timothygoodman,unknown,79,9041,0.0833
harperzachary,unknown,85,6365,0.1111
saundersalyssa,unknown,72,1495,0.0952
xmay,unknown,79,327,0.0714
kaylasoto,unknown,94,3625,0.1053
kaitlin53,unknown,87,4955,0.1538
qchavez,unknown,84,875,0.1053
pamela91,unknown,61,8490,0.125
jfields,unknown,40,1954,0.08
vfry,unknown,93,7563,0.1111
amy80,unknown,45,78,0.1053
royrobinson,unknown,8,9992,0.0769
cbyrd,unknown,90,9291,0.125
wsharp,unknown,93,4638,0.0714
parkerjonathan,unknown,53,4525,0.0833
gillmaria,unknown,97,2901,0.1
meghanhernandez,unknown,61,1309,0.1429
jamesflores,unknown,88,3569,0.0952
oschneider,unknown,14,3830,0.0833
rsanchez,unknown,16,3039,0.125
wrighttheresa,unknown,43,8549,0.0909
jacksonstephen,unknown,23,102,0.1176
lawsondavid,unknown,97,5383,0.0625
ricky08,unknown,76,2718,0.1579
lucasburton,unknown,91,375,0.1
morristyler,unknown,76,8215,0.0952
kathrynmiller,unknown,13,3922,0.1333
hardylisa,unknown,72,4866,0.0769
paul08,unknown,28,3472,0.1333
qwarren,unknown,52,9365,0.1
xmassey,unknown,96,3322,0.0952
jenniferhamilton,unknown,10,2622,0.1053
lindsey36,unknown,23,2204,0.087
iedwards,unknown,9,3861,0.0909
theodoreparker,unknown,75,9695,0.0952
mendezjared,unknown,87,7410,0.0769
luceromichelle,unknown,61,7276,0.0833
hollyburton,unknown,24,9602,0.0833
heather03,unknown,56,6793,0.08
adean,unknown,63,2080,0.125
yandrews,unknown,11,5095,0.1111
dochoa,unknown,0,335,0.1333
drakechloe,unknown,70,4694,0.1053
matthewsmith,unknown,26,3061,0.0588
vincentsmith,unknown,67,789,0.0714
melissalove,unknown,19,812,0.1111
fparrish,unknown,71,2779,0.0769
ywatts,unknown,47,8661,0.0833
frank80,unknown,4,2612,0.1111
samanthajackson,unknown,55,2989,0.1
nicholasallen,unknown,43,8628,0.069
victoria98,unknown,23,3653,0.0909
rpetty,unknown,59,1478,0.1053
wcurtis,unknown,34,2798,0.0952
welchfelicia,unknown,49,4398,0.1667
mooreeric,unknown,65,4536,0.0769
hernandezmichael,unknown,16,1427,0.125
harpermelanie,unknown,8,7844,0.0833
waltonjeffrey,unknown,26,8351,0.1
rzavala,unknown,10,4979,0.1111
nhanson,unknown,8,4418,0.087
alejandra78,unknown,55,9972,0.1053
corymccormick,unknown,100,6705,0.1053
robinsonjason,unknown,33,4455,0.0833
parkseric,unknown,87,8380,0.0909
upeterson,unknown,95,5485,0.1667
sharpbrian,unknown,96,4020,0.0833
wpope,unknown,79,9168,0.0833
thuber,unknown,14,5245,0.2
rodgersjessica,unknown,87,4321,0.0909
michael04,unknown,23,6719,0.0909
stricklandcheryl,unknown,64,9471,0.0833
nhouston,unknown,11,6426,0.1111
bestscott,unknown,65,2156,0.0833
christopher56,unknown,30,9086,0.1429
oturner,unknown,41,6988,0.1111
rachelcarrillo,unknown,30,3900,0.0909
tracydavis,unknown,63,7863,0.087
ryan06,unknown,74,6334,0.1429
alexisbrown,unknown,53,3337,0.1333
martinbrianna,unknown,89,5507,0.1111
kingbetty,unknown,45,2042,0.1333
christopherburke,unknown,77,3183,0.0952
paulbrandt,unknown,19,2520,0.0625
pmorris,unknown,12,2263,0.0625
hammondmary,unknown,39,5869,0.0909
stephaniedouglas,unknown,33,7673,0.125
cduncan,unknown,49,5244,0.1111
schapman,unknown,61,4458,0.1429
evanszachary,unknown,13,3174,0.0909
colemanshane,unknown,35,4989,0.0769
rose05,unknown,21,8034,0.0909
robleswalter,unknown,58,1118,0.0909
teresacole,unknown,86,1442,0.0667
phillipsmatthew,unknown,75,2769,0.1538
aprilchase,unknown,4,5576,0.1429
andrewhunter,unknown,92,6754,0.0833
dennisbaldwin,unknown,30,5358,0.0714
robin61,unknown,7,6293,0.1333
elizabeth08,unknown,31,1950,0.0952
andrew37,unknown,100,5732,0.069
bellsherry,unknown,46,6632,0.069
ashleypowell,unknown,6,3314,0.0952
veleztimothy,unknown,47,9925,0.1818
bonnie42,unknown,44,9011,0.1111
tracyramirez,unknown,43,6852,0.1111
zachary77,unknown,9,3030,0.2222
timothypatterson,unknown,87,8473,0.1667
ashleybenton,unknown,67,2636,0.1538
vpage,unknown,39,6631,0.125
dawnatkins,unknown,19,3872,0.1667
hillteresa,unknown,43,4665,0.0833
alejandro98,unknown,56,1652,0.1111
lisaowens,unknown,14,6582,0.1333
jeffreygibson,unknown,18,5247,0.0714
stephenwise,unknown,68,5830,0.0769
riley39,unknown,3,8685,0.125
martinmelinda,unknown,36,9293,0.125
ginacarpenter,unknown,55,8690,0.0952
joe69,unknown,100,6636,0.0769
franklinvalerie,unknown,74,4212,0.0833
katelynlee,unknown,20,3611,0.0833
johnstonnicole,unknown,29,8255,0.0909
gina98,unknown,50,5578,0.125
sarah34,unknown,9,6743,0.0769
debrachristian,unknown,35,8145,0.0714
deannafitzgerald,unknown,63,8846,0.1
brandonbush,unknown,7,5235,0.125
gamblejoshua,unknown,0,749,0.1111
rebecca24,unknown,95,2323,0.1538
phendricks,unknown,17,3535,0.125
nathaniel70,unknown,0,6589,0.0952
kathleenandrews,unknown,92,9400,0.087
davidellison,unknown,84,6570,0.0741
margaretburns,unknown,58,5334,0.1538
jacobsmith,unknown,92,5275,0.1304
ecombs,unknown,2,5257,0.087
moorecarl,unknown,6,3136,0.1333
davisshawn,unknown,77,8282,0.08
turnerbrian,unknown,83,7571,0.0625
john61,unknown,5,7373,0.125
julia62,unknown,55,5421,0.1111
whitejulie,unknown,59,9840,0.1333
clarkjoshua,unknown,46,1696,0.0769
jmorales,unknown,8,1897,0.0952
zachary14,unknown,93,9453,0.125
kristy40,unknown,41,9782,0.1111
tyler67,unknown,35,2172,0.0625
audreysanchez,unknown,24,9815,0.1333
johnmoreno,unknown,85,2288,0.125
porterdavid,unknown,8,5725,0.1111
jane45,unknown,90,1262,0.1111
lgraham,unknown,98,3949,0.0769
sandrajennings,unknown,16,6977,0.0588
hughesalexander,unknown,96,4202,0.0588
jeremiahhunter,unknown,92,6235,0.1429
yanderson,unknown,8,3592,0.0952
nataliestephenson,unknown,88,7502,0.1
thomasjennifer,unknown,49,2404,0.0769
alex04,unknown,70,5026,0.1
potterelizabeth,unknown,93,3065,0.0769
brandon92,unknown,90,5524,0.1176
jesse61,unknown,9,5515,0.1053
marvinpotter,unknown,88,3302,0.0833
caitlinmorse,unknown,50,8550,0.1176
barneskarl,unknown,62,8259,0.1
heatherstephenson,unknown,66,6935,0.1
